age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
35,Private,Assoc acdm,Never married,Other service,White,Female,United States,"greater than 50,000"
56,Self emp not inc,Some college,Married spouse absent,Farming fishing,White,Female,United States,"greater than 50,000"
34,Private,HS grad,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
63,Private,10th,Widowed,Farming fishing,White,Female,United States,"less than or equal to 50,000"
48,Private,Some college,Married civ spouse,Craft repair,White,Male,Germany,"less than or equal to 50,000"
41,Federal gov,Some college,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
26,Private,Some college,Never married,Handlers cleaners,Black,Female,United States,"less than or equal to 50,000"
47,Private,10th,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
29,Self emp not inc,Assoc voc,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
30,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
27,Private,Bachelors,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
59,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
45,Private,9th,Married civ spouse,Handlers cleaners,Asian Pac Islander,Male,India,"less than or equal to 50,000"
37,Private,HS grad,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
44,Local gov,Doctorate,Married spouse absent,Prof specialty,White,Female,United States,"less than or equal to 50,000"
34,Federal gov,Bachelors,Married civ spouse,Adm clerical,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
30,Private,Bachelors,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
30,Private,Bachelors,Married civ spouse,Exec managerial,Asian Pac Islander,Male,Hong,"greater than 50,000"
56,Private,11th,Separated,Other service,Black,Female,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
37,Private,7th 8th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
45,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
21,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
34,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
27,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
44,Local gov,Masters,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
33,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
32,Private,Some college,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
37,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
49,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
37,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
22,Private,5th 6th,Married civ spouse,Craft repair,White,Male,Mexico,"less than or equal to 50,000"
44,Private,Bachelors,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
30,Local gov,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
55,Local gov,HS grad,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
36,Private,11th,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
29,Private,12th,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
45,State gov,Assoc voc,Married civ spouse,Protective serv,White,Male,United States,"less than or equal to 50,000"
38,Self emp inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
42,Private,Some college,Never married,Craft repair,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
27,Private,Assoc voc,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
43,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
21,Private,HS grad,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
33,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
36,Self emp not inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
34,Private,12th,Married civ spouse,Other service,White,Male,Dominican Republic,"less than or equal to 50,000"
54,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
30,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
63,Private,HS grad,Married civ spouse,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
36,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
25,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
55,Private,HS grad,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
44,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Never married,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
47,Private,Assoc acdm,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
41,Private,Bachelors,Never married,Prof specialty,White,Male,United States,"greater than 50,000"
18,Private,HS grad,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
23,Private,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
57,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
56,Self emp not inc,1st 4th,Never married,Exec managerial,Amer Indian Eskimo,Male,United States,"less than or equal to 50,000"
25,Self emp inc,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
35,Self emp not inc,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
61,Private,Assoc voc,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
36,State gov,Bachelors,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
18,Private,12th,Never married,Sales,Black,Female,United States,"less than or equal to 50,000"
21,Private,Some college,Married spouse absent,Sales,Black,Female,United States,"less than or equal to 50,000"
32,Local gov,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
52,Private,12th,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
48,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
40,Private,Bachelors,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
35,Private,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
42,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
34,Private,Some college,Married civ spouse,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
27,Private,Assoc acdm,Married civ spouse,Tech support,White,Male,United States,"less than or equal to 50,000"
47,Self emp not inc,Bachelors,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
65,Self emp not inc,9th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
61,Self emp inc,Masters,Widowed,Exec managerial,White,Female,United States,"less than or equal to 50,000"
18,Private,Some college,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
48,Private,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
26,Private,Some college,Never married,Transport moving,Black,Male,United States,"less than or equal to 50,000"
30,Private,Bachelors,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
68,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
23,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
65,Self emp not inc,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
32,Private,Bachelors,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
44,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
48,Local gov,Masters,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
24,Private,Assoc voc,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
58,Private,Some college,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
32,Local gov,Some college,Married spouse absent,Prof specialty,White,Male,Germany,"less than or equal to 50,000"
54,Private,Masters,Divorced,Exec managerial,White,Male,United States,"greater than 50,000"
35,Private,Masters,Never married,Prof specialty,White,Male,United States,"greater than 50,000"
35,Private,Assoc acdm,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
24,Private,HS grad,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
50,Private,HS grad,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
38,Self emp not inc,HS grad,Separated,Craft repair,White,Male,United States,"less than or equal to 50,000"
57,Local gov,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
38,Private,Some college,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
49,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
25,Private,Bachelors,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
56,Private,Some college,Married spouse absent,Transport moving,White,Male,United States,"less than or equal to 50,000"
32,Private,11th,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
